"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"TDY","Teledyne Technologies Inc","Common stocks","Large cap","Industrials","$13,875,463,202","0.00%","USA","Analyze"
"NWS","News Corp Class B","Common stocks","Large cap","Communication Services","$13,856,894,416","0.86%","USA","Analyze"
"NWSA","News Corp Class A","Common stocks","Large cap","Communication Services","$13,856,894,416","0.84%","USA","Analyze"
"CPB","Campbell Soup","Common stocks","Large cap","Consumer Staples","$13,820,350,170","3.08%","USA","Analyze"
"GDDY","GoDaddy Inc. Class A","Common stocks","Large cap","Information Technology","$13,779,800,529","0.00%","USA","Analyze"
"AAL","American Airlines Group Inc","Common stocks","Large cap","Industrials","$13,714,649,152","0.47%","USA","Analyze"
"FMC","FMC Corp","Common stocks","Large cap","Materials","$13,649,390,078","1.70%","USA","Analyze"
"FICO","Fair Isaac Corp","Common stocks","Large cap","Information Technology","$13,635,136,982","0.00%","USA","Analyze"
"BEN","Franklin Resources Inc","Common stocks","Large cap","Financials","$13,625,685,154","3.97%","USA","Analyze"
"EQH","AXA Equitable Holdings Inc","Common stocks","Large cap","Financials","$13,482,827,339","2.15%","USA","Analyze"
"AVLR","Avalara Inc.","Common stocks","Large cap","Information Technology","$13,422,236,662","0.95%","USA","Analyze"
"BILL","Bill.com Holdings, Inc.","Common stocks","Large cap","Information Technology","$13,411,992,895","0.00%","USA","Analyze"
"CDAY","Ceridian HCM Holding Inc.","Common stocks","Large cap","Information Technology","$13,337,094,489","0.00%","USA","Analyze"
"CCK","Crown Holdings Inc","Common stocks","Large cap","Materials","$13,312,798,487","0.81%","USA","Analyze"
"DPZ","Dominos Pizza Inc","Common stocks","Large cap","Consumer Discretionary","$13,309,989,907","0.91%","USA","Analyze"
"POOL","Pool Corp","Common stocks","Large cap","Consumer Discretionary","$13,303,852,659","0.69%","USA","Analyze"
"L","Loews Corp","Common stocks","Large cap","Financials","$13,186,759,034","0.51%","USA","Analyze"
"OSH","Oak Street Health, Inc.","Common stocks","Large cap","Health Care","$13,140,550,299","0.00%","USA","Analyze"
"HAS","Hasbro Inc","Common stocks","Large cap","Consumer Discretionary","$13,088,243,207","2.82%","USA","Analyze"
"BRO","Brown & Brown Inc","Common stocks","Large cap","Financials","$13,083,295,519","0.56%","USA","Analyze"
"XRAY","Dentsply Sirona Inc","Common stocks","Large cap","Health Care","$12,953,770,201","0.67%","USA","Analyze"
"PKG","Packaging Corp Of America","Common stocks","Large cap","Materials","$12,935,870,383","2.44%","USA","Analyze"
"MOH","Molina Healthcare Inc","Common stocks","Large cap","Health Care","$12,925,880,000","0.00%","USA","Analyze"
"MHK","Mohawk Industries Inc","Common stocks","Large cap","Consumer Discretionary","$12,921,125,558","0.00%","USA","Analyze"
"LDOS","Leidos Holdings Inc","Common stocks","Large cap","Information Technology","$12,776,203,560","1.50%","USA","Analyze"
"NUAN","Nuance Communications Inc","Common stocks","Large cap","Information Technology","$12,688,022,736","0.00%","USA","Analyze"
"CREE","Cree Inc","Common stocks","Large cap","Information Technology","$12,668,042,150","0.00%","USA","Analyze"
"CHGG","Chegg Inc","Common stocks","Large cap","Consumer Discretionary","$12,630,431,167","0.00%","USA","Analyze"
"PPD","PPD, Inc.","Common stocks","Large cap","Health Care","$12,607,626,560","0.00%","USA","Analyze"
"HWM","Howmet Aerospace Inc.","Common stocks","Large cap","Industrials","$12,566,153,050","0.64%","USA","Analyze"
"MTN","Vail Resorts Inc","Common stocks","Large cap","Consumer Discretionary","$12,532,736,619","0.57%","USA","Analyze"
"CG","Carlyle Group","Common stocks","Large cap","Financials","$12,527,827,420","2.09%","USA","Analyze"
"FIVN","Five9 Incinary","Common stocks","Large cap","Information Technology","$12,502,723,154","0.00%","USA","Analyze"
"WRB","WR Berkley Corp","Common stocks","Large cap","Financials","$12,500,464,457","0.66%","USA","Analyze"
"UDR","UDR, Inc","REITs","Large cap","Real Estate","$12,499,132,099","3.34%","USA","Analyze"
"CHRW","C.H. Robinson Worldwide, Inc.","Common stocks","Large cap","Industrials","$12,460,895,170","2.17%","USA","Analyze"
"ESTC","Elastic N.V.","Common stocks","Large cap","Information Technology","$12,448,028,830","0.00%","USA","Analyze"
"MPW","Medical Properties Trust, Inc","REITs","Large cap","Real Estate","$12,400,400,000","4.95%","USA","Analyze"
"SJM","J.M. Smucker","Common stocks","Large cap","Consumer Staples","$12,386,462,629","3.13%","USA","Analyze"
"ZNGA","Zynga Inc","Common stocks","Large cap","Communication Services","$12,335,335,545","0.00%","USA","Analyze"
"WRK","Westrock","Common stocks","Large cap","Materials","$12,324,683,963","1.70%","USA","Analyze"
"PHM","Pultegroup Inc","Common stocks","Large cap","Consumer Discretionary","$12,281,654,946","1.08%","USA","Analyze"
"XPO","XPO Logistics Inc","Common stocks","Large cap","Industrials","$12,248,116,335","0.00%","USA","Analyze"
"WHR","Whirlpool Corp","Common stocks","Large cap","Consumer Discretionary","$12,219,287,441","2.50%","USA","Analyze"
"EVRG","Evergy Inc","Common stocks","Large cap","Utilities","$12,166,518,287","3.77%","USA","Analyze"
"LKQ","LKQ Corp","Common stocks","Large cap","Consumer Discretionary","$12,093,066,943","0.00%","USA","Analyze"
"SMG","Scotts Miracle Gro","Common stocks","Large cap","Materials","$12,061,947,975","1.12%","USA","Analyze"
"BKI","Black Knight","Common stocks","Large cap","Information Technology","$11,916,782,748","0.00%","USA","Analyze"
"WPC","W. P. Carey Inc","REITs","Large cap","Real Estate","$11,904,703,211","6.01%","USA","Analyze"
"LW","Lamb Weston Holdings Inc","Common stocks","Large cap","Consumer Staples","$11,904,522,370","1.13%","USA","Analyze"
"FFIV","F5 Networks Inc","Common stocks","Large cap","Information Technology","$11,846,821,379","0.00%","USA","Analyze"
"FBHS","Fortune Brands Home And Security","Common stocks","Large cap","Industrials","$11,839,504,837","1.15%","USA","Analyze"
"MOS","Mosaic","Common stocks","Large cap","Materials","$11,839,085,071","0.64%","USA","Analyze"
"IPGP","IPG Photonics Corp","Common stocks","Large cap","Information Technology","$11,808,975,059","0.00%","USA","Analyze"
"FDS","Factset Research Systems Inc","Common stocks","Large cap","Financials","$11,808,313,774","1.97%","USA","Analyze"
"GGG","Graco Inc","Common stocks","Large cap","Industrials","$11,801,881,415","1.01%","USA","Analyze"
"NLY","Annaly Capital Management Inc","Mortgage REITs","Large cap","Financials","$11,775,394,469","10.34%","USA","Analyze"
"LNT","Alliant Energy Corp","Common stocks","Large cap","Utilities","$11,771,896,266","3.24%","USA","Analyze"
"TPR","Tapestry","Common stocks","Large cap","Consumer Discretionary","$11,758,109,365","0.80%","USA","Analyze"
"CNA","CNA Financial Corp","Common stocks","Large cap","Financials","$11,694,264,173","3.41%","USA","Analyze"
"PWR","Quanta Services Inc","Common stocks","Large cap","Industrials","$11,693,476,389","0.25%","USA","Analyze"
"TXT","Textron Inc","Common stocks","Large cap","Industrials","$11,637,811,218","0.16%","USA","Analyze"
"NLOK","NortonLifeLock Inc.","Common stocks","Large cap","Information Technology","$11,603,098,921","2.48%","USA","Analyze"
"JKHY","Jack Henry & Associates, Inc.","Common stocks","Large cap","Information Technology","$11,538,639,389","0.85%","USA","Analyze"
"QGEN","Qiagen Nv","Common stocks","Large cap","Health Care","$11,490,102,526","0.00%","The Netherlands","Analyze"
"FNF","Fidelity National Financial Inc","Common stocks","Large cap","Financials","$11,442,917,491","3.39%","USA","Analyze"
"SNA","Snap On Inc","Common stocks","Large cap","Industrials","$11,377,771,462","2.18%","USA","Analyze"
"UHAL","Amerco","Common stocks","Large cap","Industrials","$11,362,517,068","0.38%","USA","Analyze"
"DVA","Davita Inc","Common stocks","Large cap","Health Care","$11,325,088,000","0.00%","USA","Analyze"
"HST","Host Hotels & Resorts, Inc","REITs","Large cap","Real Estate","$11,292,886,429","2.50%","USA","Analyze"
"ERIE","Erie Indemnity Class A","Common stocks","Large cap","Financials","$11,225,329,196","1.60%","USA","Analyze"
"FANG","Diamondback Energy Inc","Common stocks","Large cap","Energy","$11,220,691,093","1.57%","USA","Analyze"
"NDSN","Nordson Corp","Common stocks","Large cap","Industrials","$11,212,784,035","0.80%","USA","Analyze"
"RGEN","Repligen Corp","Common stocks","Large cap","Health Care","$11,189,487,978","0.00%","USA","Analyze"
"ATO","Atmos Energy Corp","Common stocks","Large cap","Utilities","$11,180,739,032","2.73%","USA","Analyze"
"ELS","Equity LifeStyle Properties, Inc","REITs","Large cap","Real Estate","$11,164,034,179","2.22%","USA","Analyze"
"BG","Bunge Ltd","Common stocks","Large cap","Consumer Staples","$11,109,318,904","2.49%","USA","Analyze"
"BWA","BorgWarner Inc","Common stocks","Large cap","Consumer Discretionary","$11,047,553,208","1.46%","USA","Analyze"
"LNC","Lincoln National Corp","Common stocks","Large cap","Financials","$11,039,520,740","2.78%","USA","Analyze"
"WLK","Westlake Chemical Corp","Common stocks","Large cap","Materials","$11,024,935,245","1.24%","USA","Analyze"
"IVZ","Invesco Ltd","Common stocks","Large cap","Financials","$10,994,780,675","2.55%","USA","Analyze"
"UHS","Universal Health Services Inc.","Common stocks","Large cap","Health Care","$10,992,059,520","0.16%","USA","Analyze"
"CABO","Cable One Inc","Common stocks","Large cap","Communication Services","$10,988,077,222","0.53%","USA","Analyze"
"TTC","Toro","Common stocks","Large cap","Industrials","$10,960,095,864","0.99%","USA","Analyze"
"BAH","Booz Allen Hamilton Holding Corp","Common stocks","Large cap","Information Technology","$10,888,426,862","1.63%","USA","Analyze"
"FIVE","Five Below Inc","Common stocks","Large cap","Consumer Discretionary","$10,866,481,487","0.00%","USA","Analyze"
"AAP","Advance Auto Parts Inc","Common stocks","Large cap","Consumer Discretionary","$10,801,045,393","0.61%","USA","Analyze"
"CNP","Centerpoint Energy Inc","Common stocks","Large cap","Utilities","$10,794,419,074","3.09%","USA","Analyze"
"TREX","Trex Inc","Common stocks","Large cap","Industrials","$10,773,985,759","0.00%","USA","Analyze"
"SAM","Boston Beer Inc Class A","Common stocks","Large cap","Consumer Staples","$10,764,091,157","0.00%","USA","Analyze"
"LII","Lennox International Inc","Common stocks","Large cap","Industrials","$10,752,556,682","1.08%","USA","Analyze"
"LPLA","LPL Financial Holdings Inc","Common stocks","Large cap","Financials","$10,724,941,325","0.74%","USA","Analyze"
"RPM","RPM International Inc","Common stocks","Large cap","Materials","$10,639,805,757","1.80%","USA","Analyze"
"AXON","Axon Enterprise, Inc.","Common stocks","Large cap","Industrials","$10,597,686,511","0.00%","USA","Analyze"
"PEGA","Pegasystems Inc","Common stocks","Large cap","Information Technology","$10,553,488,097","0.09%","USA","Analyze"
"IPG","Interpublic Group Of Companies Inc","Common stocks","Large cap","Communication Services","$10,532,676,966","3.78%","USA","Analyze"
"WTRG","Essential Utilities, Inc.","Common stocks","Large cap","Utilities","$10,468,497,844","2.29%","USA","Analyze"
"CBOE","Cboe Global Markets, Inc.","Common stocks","Large cap","Financials","$10,465,847,912","2.03%","USA","Analyze"
"WSM","Williams Sonoma Inc","Common stocks","Large cap","Consumer Discretionary","$10,395,842,016","1.48%","USA","Analyze"
"EWBC","East West Bancorp Inc","Common stocks","Large cap","Financials","$10,349,851,731","1.57%","USA","Analyze"
"GLPI","Gaming and Leisure Properties, Inc","REITs","Large cap","Real Estate","$10,295,898,809","2.88%","USA","Analyze"
"AZPN","Aspen Technology Inc","Common stocks","Large cap","Information Technology","$10,284,680,849","0.00%","USA","Analyze"
"PEN","Penumbra Inc","Common stocks","Large cap","Health Care","$10,281,527,323","0.00%","USA","Analyze"
"ALLE","Allegion PLC","Common stocks","Large cap","Industrials","$10,233,695,779","1.13%","USA","Analyze"
"NWL","Newell Brands Inc","Common stocks","Large cap","Consumer Discretionary","$10,211,630,000","3.78%","USA","Analyze"
"LEA","Lear Corp","Common stocks","Large cap","Consumer Discretionary","$10,205,725,927","0.15%","USA","Analyze"
"PCTY","Paylocity Holding Corp","Common stocks","Large cap","Information Technology","$10,181,959,888","0.00%","USA","Analyze"
"DOX","Amdocs Ltd","Common stocks","Large cap","Information Technology","$10,174,150,123","1.68%","Guernsey","Analyze"
"IRM","Iron Mountain Incorporated","REITs","Large cap","Real Estate","$10,132,104,490","6.82%","USA","Analyze"
"CPT","Camden Property Trust","REITs","Large cap","Real Estate","$10,125,078,696","3.16%","USA","Analyze"
"OLED","Universal Display Corp","Common stocks","Large cap","Information Technology","$10,104,946,781","0.28%","USA","Analyze"
"BFAM","Bright Horizons Family Solutions","Common stocks","Mid cap","Consumer Discretionary","$9,990,083,264","0.00%","USA","Analyze"
"DNB","Dun & Bradstreet Holdings, Inc.","Common stocks","Mid cap","Industrials","$9,950,106,125","0.00%","USA","Analyze"
"GL","Globe Life Inc.","Common stocks","Mid cap","Financials","$9,921,403,596","0.78%","USA","Analyze"
"ARMK","Aramark","Common stocks","Mid cap","Consumer Discretionary","$9,854,317,261","1.13%","USA","Analyze"
"CF","CF Industries Holdings Inc","Common stocks","Mid cap","Materials","$9,853,489,637","2.58%","USA","Analyze"
"MORN","Morningstar Inc","Common stocks","Mid cap","Financials","$9,847,995,937","0.53%","USA","Analyze"
"AOS","A O Smith Corp","Common stocks","Mid cap","Industrials","$9,836,265,040","1.63%","USA","Analyze"
"HUBB","Hubbell Inc","Common stocks","Mid cap","Industrials","$9,826,669,793","2.08%","USA","Analyze"
"CMA","Comerica Inc","Common stocks","Mid cap","Financials","$9,743,058,498","3.80%","USA","Analyze"
"WU","Western Union","Common stocks","Mid cap","Information Technology","$9,730,621,309","3.74%","USA","Analyze"
"AGCO","AGCO Corp","Common stocks","Mid cap","Industrials","$9,711,672,534","0.49%","USA","Analyze"
"FND","Floor Decor Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$9,684,865,439","0.00%","USA","Analyze"
"RE","Everest Re Group Ltd","Common stocks","Mid cap","Financials","$9,674,782,871","2.54%","USA","Analyze"
"GPS","Gap Inc","Common stocks","Mid cap","Consumer Discretionary","$9,623,768,692","1.94%","USA","Analyze"
"NRG","NRG Energy Inc","Common stocks","Mid cap","Utilities","$9,611,340,987","3.08%","USA","Analyze"
"AMH","American Homes 4 Rent Class A","REITs","Mid cap","Real Estate","$9,606,842,218","0.66%","USA","Analyze"
"GWRE","Guidewire Software Inc","Common stocks","Mid cap","Information Technology","$9,604,091,706","0.00%","USA","Analyze"
"PNR","Pentair","Common stocks","Mid cap","Industrials","$9,581,866,893","1.33%","USA","Analyze"
"NBIX","Neurocrine Biosciences Inc","Common stocks","Mid cap","Health Care","$9,527,764,476","0.00%","USA","Analyze"
"WSO","Watsco Inc","Common stocks","Mid cap","Industrials","$9,519,592,571","2.85%","USA","Analyze"
"AFG","American Financial Group Inc","Common stocks","Mid cap","Financials","$9,507,376,771","1.68%","USA","Analyze"
"WEX","Wex Inc","Common stocks","Mid cap","Information Technology","$9,488,840,126","0.00%","USA","Analyze"
"BRKR","Bruker Corp","Common stocks","Mid cap","Health Care","$9,445,551,615","0.26%","USA","Analyze"
"WAL","Western Alliance","Common stocks","Mid cap","Financials","$9,421,238,935","1.07%","USA","Analyze"
"ST","Sensata Technologies Holding Nv","Common stocks","Mid cap","Industrials","$9,401,976,666","0.00%","USA","Analyze"
"JAZZ","Jazz Pharmaceuticals Plc","Common stocks","Mid cap","Health Care","$9,335,941,017","0.00%","USA","Analyze"
"FHN","First Horizon National Corp","Common stocks","Mid cap","Financials","$9,265,216,815","3.53%","USA","Analyze"
"GLOB","Globant Sa","Common stocks","Mid cap","Information Technology","$9,259,307,169","0.00%","Argentina","Analyze"
"UA","Under Armour Inc Class C","Common stocks","Mid cap","Consumer Discretionary","$9,229,112,640","0.00%","USA","Analyze"
"UAA","Under Armour Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$9,229,112,640","0.00%","USA","Analyze"
"STLD","Steel Dynamics Inc","Common stocks","Mid cap","Materials","$9,216,156,234","2.26%","USA","Analyze"
"PLAN","Anaplan, Inc.","Common stocks","Mid cap","Information Technology","$9,201,697,627","0.00%","USA","Analyze"
"REG","Regency Centers Corporation","REITs","Mid cap","Real Estate","$9,197,086,950","3.25%","USA","Analyze"
"PRAH","PRA Health Sciences Inc","Common stocks","Mid cap","Health Care","$9,161,208,089","0.00%","USA","Analyze"
"TAP","Molson Coors Brewing Class B","Common stocks","Mid cap","Consumer Staples","$9,141,172,050","1.27%","USA","Analyze"
"JLL","Jones Lang LaSalle Inc","Common stocks","Mid cap","Real Estate","$9,110,494,753","0.24%","USA","Analyze"
"CLR","Continental Resources Inc","Common stocks","Mid cap","Energy","$9,082,371,995","0.21%","USA","Analyze"
"KSS","Kohls Corporation","Common stocks","Mid cap","Consumer Discretionary","$9,042,941,377","1.23%","USA","Analyze"
"MIDD","Middleby Corp","Common stocks","Mid cap","Industrials","$9,001,955,717","0.00%","USA","Analyze"
"MKSI","MKS Instruments Inc","Common stocks","Mid cap","Information Technology","$8,990,160,810","0.49%","USA","Analyze"
"Y","Alleghany Corp","Common stocks","Mid cap","Financials","$8,967,474,732","0.00%","USA","Analyze"
"ATH","Athene Holding Ltd","Common stocks","Mid cap","Financials","$8,965,616,627","0.00%","USA","Analyze"
"HSIC","Henry Schein Inc","Common stocks","Mid cap","Health Care","$8,963,840,543","0.00%","USA","Analyze"
"NYT","New York Times Class A","Common stocks","Mid cap","Communication Services","$8,957,804,451","0.45%","USA","Analyze"
"VER","VEREIT, Inc","REITs","Mid cap","Real Estate","$8,945,898,441","4.63%","USA","Analyze"
"ZION","Zions Bancorporation","Common stocks","Mid cap","Financials","$8,906,972,784","2.48%","USA","Analyze"
"NLSN","Nielsen Holdings Plc","Common stocks","Mid cap","Industrials","$8,905,431,953","0.96%","USA","Analyze"
"RL","Ralph Lauren Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$8,891,944,333","0.57%","USA","Analyze"
"RP","Realpage Inc","Common stocks","Mid cap","Information Technology","$8,868,213,414","0.00%","USA","Analyze"
"MRO","Marathon Oil Corp","Common stocks","Mid cap","Energy","$8,861,323,345","0.27%","USA","Analyze"
"RS","Reliance Steel & Aluminum","Common stocks","Mid cap","Materials","$8,842,359,444","1.79%","USA","Analyze"
"FSLR","First Solar Inc","Common stocks","Mid cap","Information Technology","$8,817,008,450","0.00%","USA","Analyze"
"IPHI","Inphi Corp","Common stocks","Mid cap","Information Technology","$8,798,742,096","0.00%","USA","Analyze"
"BYND","Beyond Meat, Inc.","Common stocks","Mid cap","Consumer Staples","$8,790,247,605","0.00%","USA","Analyze"
"RHI","Robert Half","Common stocks","Mid cap","Industrials","$8,779,619,919","1.79%","USA","Analyze"
"STOR","STORE Capital Corporation","REITs","Mid cap","Real Estate","$8,742,020,656","4.25%","USA","Analyze"
"GNTX","Gentex Corp","Common stocks","Mid cap","Consumer Discretionary","$8,718,387,084","1.33%","USA","Analyze"
"OC","Owens Corning","Common stocks","Mid cap","Industrials","$8,710,988,317","1.17%","USA","Analyze"
"COLD","Americold Realty Trust","REITs","Mid cap","Real Estate","$8,706,643,422","2.41%","USA","Analyze"
"AGNC","AGNC Investment Corp","Mortgage REITs","Mid cap","Financials","$8,681,702,820","8.81%","USA","Analyze"
"OHI","Omega Healthcare Investors, Inc","REITs","Mid cap","Real Estate","$8,622,077,765","6.99%","USA","Analyze"
"SMAR","Smartsheet Inc. Class A","Common stocks","Mid cap","Information Technology","$8,545,129,189","0.00%","USA","Analyze"
"NI","Nisource Inc","Common stocks","Mid cap","Utilities","$8,530,785,908","3.85%","USA","Analyze"
"ACM","AECOM","Common stocks","Mid cap","Industrials","$8,520,002,089","0.00%","USA","Analyze"
"RGA","Reinsurance Group Of America Inc","Common stocks","Mid cap","Financials","$8,504,099,027","2.22%","USA","Analyze"
"ATR","Aptargroup Inc","Common stocks","Mid cap","Materials","$8,494,025,988","1.10%","USA","Analyze"
"VNO","Vornado Realty Trust","REITs","Mid cap","Real Estate","$8,356,458,832","5.03%","USA","Analyze"
"PNW","Pinnacle West Corp","Common stocks","Mid cap","Utilities","$8,300,634,916","4.31%","USA","Analyze"
"AMED","Amedisys Inc","Common stocks","Mid cap","Health Care","$8,295,243,574","0.00%","USA","Analyze"
"CBSH","Commerce Bancshares Inc","Common stocks","Mid cap","Financials","$8,294,424,927","1.39%","USA","Analyze"
"SEIC","SEI Investments","Common stocks","Mid cap","Financials","$8,232,116,191","1.25%","USA","Analyze"
"RNR","Renaissancere Holding Ltd","Common stocks","Mid cap","Financials","$8,227,923,725","0.86%","USA","Analyze"
"XLRN","Acceleron Pharma Inc","Common stocks","Mid cap","Health Care","$8,225,703,643","0.00%","USA","Analyze"
"USFD","US Foods Holding Corp","Common stocks","Mid cap","Consumer Staples","$8,199,810,838","0.00%","USA","Analyze"
"EEFT","Euronet Worldwide Inc","Common stocks","Mid cap","Information Technology","$8,150,315,480","0.00%","USA","Analyze"
"ALK","Alaska Air Group Inc","Common stocks","Mid cap","Industrials","$8,126,890,826","0.58%","USA","Analyze"
"UGI","UGI Corp","Common stocks","Mid cap","Utilities","$8,085,633,191","3.34%","USA","Analyze"
"MANH","Manhattan Associates Inc","Common stocks","Mid cap","Information Technology","$8,083,728,857","0.00%","USA","Analyze"
"VST","Vistra Energy Corp","Common stocks","Mid cap","Utilities","$8,078,057,400","3.20%","USA","Analyze"
"SCI","Service Corporation International","Common stocks","Mid cap","Consumer Discretionary","$8,054,532,720","1.63%","USA","Analyze"
"CSL","Carlisle Companies Inc","Common stocks","Mid cap","Industrials","$8,020,340,048","1.37%","USA","Analyze"
"CIEN","Ciena Corp","Common stocks","Mid cap","Information Technology","$7,996,864,039","0.00%","USA","Analyze"
"EHC","Encompass Health Corp","Common stocks","Mid cap","Health Care","$7,980,962,762","1.04%","USA","Analyze"
"SPCE","Virgin Galactic Holdings, Inc.","Common stocks","Mid cap","Industrials","$7,913,745,009","0.00%","USA","Analyze"
"SYNH","Syneos Health Inc","Common stocks","Mid cap","Health Care","$7,875,064,420","0.00%","USA","Analyze"
"G","Genpact Ltd","Common stocks","Mid cap","Information Technology","$7,852,837,629","0.93%","USA","Analyze"
"VOYA","Voya Financial Inc","Common stocks","Mid cap","Financials","$7,851,332,301","0.99%","USA","Analyze"
"KIM","Kimco Realty Corporation","REITs","Mid cap","Real Estate","$7,848,782,733","2.94%","USA","Analyze"
"SC","Santander Consumer USA Holdings","Common stocks","Mid cap","Financials","$7,832,356,173","1.71%","USA","Analyze"
"JNPR","Juniper Networks Inc","Common stocks","Mid cap","Information Technology","$7,810,495,956","3.32%","USA","Analyze"
"IAA","IAA, Inc.","Common stocks","Mid cap","Industrials","$7,806,733,091","0.00%","USA","Analyze"
"FRT","Federal Realty Investment Trust","REITs","Mid cap","Real Estate","$7,793,753,612","4.08%","USA","Analyze"
"ARES","Ares Management Corporation Class A","Common stocks","Mid cap","Financials","$7,776,050,932","3.04%","USA","Analyze"
"ACI","Albertsons Companies, Inc. Class A","Common stocks","Mid cap","Consumer Staples","$7,751,128,746","1.20%","USA","Analyze"
"IONS","Ionis Pharmaceuticals Inc","Common stocks","Mid cap","Health Care","$7,732,219,366","0.00%","USA","Analyze"
"PBCT","Peoples United Financial Inc","Common stocks","Mid cap","Financials","$7,723,277,352","2.90%","USA","Analyze"
"CONE","CyrusOne Inc","REITs","Mid cap","Real Estate","$7,691,415,057","3.13%","USA","Analyze"
"BERY","Berry Global Group Inc","Common stocks","Mid cap","Materials","$7,686,846,503","0.00%","USA","Analyze"
"PII","Polaris Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$7,615,528,447","2.01%","USA","Analyze"
"DBX","Dropbox Inc Class A","Common stocks","Mid cap","Information Technology","$7,602,872,833","0.00%","USA","Analyze"
"ARW","Arrow Electronics Inc","Common stocks","Mid cap","Information Technology","$7,578,196,408","0.00%","USA","Analyze"
"ACAD","Acadia Pharmaceuticals Inc","Common stocks","Mid cap","Health Care","$7,512,628,242","0.00%","USA","Analyze"
"COG","Cabot Oil & Gas Corp","Common stocks","Mid cap","Energy","$7,497,108,670","2.11%","USA","Analyze"
"NNN","National Retail Properties, Inc","REITs","Mid cap","Real Estate","$7,485,905,602","4.76%","USA","Analyze"
"DCI","Donaldson Inc","Common stocks","Mid cap","Industrials","$7,477,190,402","1.41%","USA","Analyze"
"JEF","Jefferies Financial Group Inc","Common stocks","Mid cap","Financials","$7,474,638,748","2.15%","USA","Analyze"
"TW","Tradeweb Markets Inc. - Class A","Common stocks","Mid cap","Financials","$7,452,773,322","0.44%","USA","Analyze"
"LAMR","Lamar Advertising Company Class A","REITs","Mid cap","Real Estate","$7,435,686,807","2.87%","USA","Analyze"
"KRC","Kilroy Realty Corporation","REITs","Mid cap","Real Estate","$7,431,330,471","3.04%","USA","Analyze"
"UTHR","United Therapeutics Corp","Common stocks","Mid cap","Health Care","$7,403,348,559","0.00%","USA","Analyze"
"WWD","Woodward Inc","Common stocks","Mid cap","Industrials","$7,389,387,474","0.35%","USA","Analyze"
"KNX","Knight Transportation Inc","Common stocks","Mid cap","Industrials","$7,386,301,083","0.54%","USA","Analyze"
"CASY","Caseys General Stores Inc","Common stocks","Mid cap","Consumer Staples","$7,374,591,246","0.65%","USA","Analyze"
"APA","Apache Corp","Common stocks","Mid cap","Energy","$7,368,289,280","0.25%","USA","Analyze"
"OSK","Oshkosh Corp","Common stocks","Mid cap","Industrials","$7,364,314,636","1.16%","USA","Analyze"
"VRT","Vertiv Holdings, LLC Class A","Common stocks","Mid cap","Industrials","$7,362,683,566","0.05%","USA","Analyze"
"TRGP","Targa Resources Corp","Common stocks","Mid cap","Energy","$7,355,807,094","1.23%","USA","Analyze"
"ITT","ITT Inc","Common stocks","Mid cap","Industrials","$7,336,065,000","0.79%","USA","Analyze"
"AIZ","Assurant Inc","Common stocks","Mid cap","Financials","$7,332,842,885","2.03%","USA","Analyze"
"ADPT","Adaptive Biotechnologies Corporation","Common stocks","Mid cap","Health Care","$7,263,983,067","0.00%","USA","Analyze"
"FSLY","Fastly, Inc. Class A","Common stocks","Mid cap","Information Technology","$7,260,160,000","0.00%","USA","Analyze"
"PVH","PVH Corp","Common stocks","Mid cap","Consumer Discretionary","$7,260,046,528","0.04%","USA","Analyze"
"HII","Huntington Ingalls Industries Inc","Common stocks","Mid cap","Industrials","$7,242,099,599","2.39%","USA","Analyze"
"CPRI","Capri Holdings Limited","Common stocks","Mid cap","Consumer Discretionary","$7,238,036,914","0.00%","USA","Analyze"
"MAT","Mattel Inc","Common stocks","Mid cap","Consumer Discretionary","$7,234,967,156","0.00%","USA","Analyze"
"CUBE","CubeSmart","REITs","Mid cap","Real Estate","$7,229,126,353","3.62%","USA","Analyze"
"TPX","Tempur Sealy International Inc","Common stocks","Mid cap","Consumer Discretionary","$7,221,983,756","0.20%","USA","Analyze"
"LECO","Lincoln Electric Holdings Inc","Common stocks","Mid cap","Industrials","$7,128,420,061","1.22%","USA","Analyze"
"CHE","Chemed Corp","Common stocks","Mid cap","Health Care","$7,085,902,252","0.30%","USA","Analyze"
"FLIR","Flir Systems Inc","Common stocks","Mid cap","Information Technology","$7,071,127,417","1.25%","USA","Analyze"
"TCF","TCF Financial Corp","Common stocks","Mid cap","Financials","$7,059,504,432","2.98%","USA","Analyze"
"HRC","Hill-Rom Holdings Inc","Common stocks","Mid cap","Health Care","$7,048,312,906","0.83%","USA","Analyze"
"BC","Brunswick Corp","Common stocks","Mid cap","Consumer Discretionary","$7,032,393,257","0.82%","USA","Analyze"
"SRPT","Sarepta Therapeutics Inc","Common stocks","Mid cap","Health Care","$7,017,737,092","0.00%","USA","Analyze"
"PFPT","Proofpoint Inc","Common stocks","Mid cap","Information Technology","$7,003,835,825","0.00%","USA","Analyze"
"RGLD","Royal Gold Inc","Common stocks","Mid cap","Materials","$6,973,970,525","1.07%","USA","Analyze"
